lat,lon,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
46.069832,131.465378,341.92,0.44,0.38,2015/11/1,418,N,VIIRS,n,1,285.05,4.97,D,0
46.26535,133.216003,331.66,0.51,0.41,2015/11/1,418,N,VIIRS,n,1,282.37,4.77,D,0
46.266033,133.222595,333.47,0.51,0.41,2015/11/1,418,N,VIIRS,n,1,281.78,5.17,D,0
44.952106,124.173492,329.42,0.44,0.38,2015/11/1,418,N,VIIRS,n,1,287.33,1.66,D,0
45.039925,124.648094,335.6,0.43,0.38,2015/11/1,418,N,VIIRS,n,1,285.35,3.79,D,0
45.260841,125.898788,330.01,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,287.58,6.32,D,0
45.261696,125.903801,332.1,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,288.88,6.32,D,0
45.29137,126.078629,335.85,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,286.93,4.44,D,0
45.308956,126.183044,328.31,0.39,0.37,2015/11/1,418,N,VIIRS,n,1,285.32,1.81,D,0
45.344479,126.395943,353.94,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,289.45,4.84,D,0
45.345299,126.400871,336.31,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,286.65,4.84,D,0
45.713116,128.778915,328.23,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,283.12,2.02,D,0
45.713825,128.78389,332.06,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,283.64,2.21,D,0
45.933491,130.396179,341.76,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,291.13,5.76,D,0
45.934177,130.401489,347.86,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,291.03,5.76,D,0
45.944435,130.481308,343.34,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,288.41,9.39,D,0
46.066307,131.466217,331.66,0.44,0.38,2015/11/1,418,N,VIIRS,n,1,283.77,2.95,D,0
44.986191,124.376053,334.17,0.43,0.38,2015/11/1,418,N,VIIRS,n,1,287.43,3.21,D,0
45.289749,126.089722,339.12,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,290.22,25.37,D,0
45.427036,126.922333,325.33,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,284.13,2.57,D,0
45.691296,128.651413,331.62,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,283.34,2.43,D,0
45.712662,128.799698,328.47,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,282.61,3.47,D,0
45.871754,129.951401,325.28,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,289.05,2.49,D,0
44.981754,124.371925,343.09,0.43,0.38,2015/11/1,418,N,VIIRS,n,1,290.18,5.62,D,0
44.982758,124.377319,326.58,0.43,0.38,2015/11/1,418,N,VIIRS,n,1,288.16,2.83,D,0
45.286442,126.090836,342.53,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,292.71,11.65,D,0
45.303188,126.190247,348.19,0.39,0.37,2015/11/1,418,N,VIIRS,n,1,293.62,28.72,D,0
45.631813,128.268982,328.35,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,283.75,1.23,D,0
45.930092,130.424515,330.82,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,287.28,2.75,D,0
45.931461,130.435135,355.53,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,292.09,16.1,D,0
45.022884,124.614578,329.06,0.43,0.38,2015/11/1,418,N,VIIRS,n,1,284.15,3.05,D,0
45.289017,126.126762,346.55,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,300.93,33.53,D,0
45.299053,126.186394,341.13,0.39,0.37,2015/11/1,418,N,VIIRS,n,1,288.66,5.03,D,0
45.693268,128.712585,328.74,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,282.74,1.85,D,0
45.927368,130.430695,331.24,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,288.78,16.1,D,0
45.928051,130.43602,356.99,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,301.47,16.1,D,0
45.928734,130.441345,337.93,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,291.37,13.54,D,0
44.96986,124.347404,330.7,0.44,0.38,2015/11/1,418,N,VIIRS,n,1,287.61,3,D,0
45.027279,124.658371,330,0.43,0.38,2015/11/1,418,N,VIIRS,n,1,283.96,2.77,D,0
45.921227,130.410339,329.32,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,287.56,2.17,D,0
45.922592,130.420959,339.19,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,287.7,3.15,D,0
45.923275,130.42627,336.66,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,288.09,3.15,D,0
45.923954,130.431595,345.52,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,289.92,4.15,D,0
45.924637,130.43692,348.76,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,290.67,4.15,D,0
45.926003,130.447571,347.32,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,290.62,38.28,D,0
45.93486,130.516846,343.14,0.42,0.37,2015/11/1,418,N,VIIRS,n,1,287.56,6.49,D,0
45.940994,130.565018,342.19,0.42,0.37,2015/11/1,418,N,VIIRS,n,1,287.67,7.03,D,0
45.966812,130.76973,345.58,0.42,0.38,2015/11/1,418,N,VIIRS,n,1,285.66,5.66,D,0
45.285713,126.127884,367,0.4,0.37,2015/11/1,418,N,VIIRS,h,1,296.14,14.32,D,0
45.018024,124.627716,332.22,0.43,0.38,2015/11/1,418,N,VIIRS,n,1,284.06,5.24,D,0
45.161072,125.424324,336.42,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,286.02,6.12,D,0
45.161968,125.429428,334.88,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,291.06,8.94,D,0
45.162865,125.43454,339.55,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,287.73,8.94,D,0
45.70089,128.813431,335.92,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,283.87,2.97,D,0
45.921227,130.437805,336.53,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,288.78,4.15,D,0
45.923271,130.453751,337.86,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,289.34,5.56,D,0
45.924633,130.464401,334.79,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,286.76,7.04,D,0
45.925316,130.469727,340.77,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,290.21,7.04,D,0
45.932804,130.528427,338.36,0.42,0.37,2015/11/1,418,N,VIIRS,n,1,287.86,5.03,D,0
46.308315,133.876755,335.59,0.54,0.42,2015/11/1,418,N,VIIRS,n,1,281.46,6.34,D,0
45.301643,126.264107,336.54,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,287.33,3.85,D,0
45.663399,128.577362,334.14,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,282.41,3.26,D,0
45.684811,128.725372,331.97,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,283.43,4.24,D,0
45.918499,130.444,343.54,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,297.18,10.68,D,0
45.919178,130.449326,339.34,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,289.24,10.68,D,0
45.92054,130.459946,353.25,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,290.92,9.21,D,0
45.921219,130.465271,351.49,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,290.6,6.05,D,0
45.930061,130.534637,330.81,0.42,0.37,2015/11/1,418,N,VIIRS,n,1,288.36,3.64,D,0
45.278324,126.146149,346.74,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,297.98,20.53,D,0
45.279163,126.151108,350.38,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,289.08,20.53,D,0
45.621948,128.317993,329.96,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,282.53,1.98,D,0
45.679379,128.711502,342.1,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,283.96,5.85,D,0
45.918488,130.471497,339.97,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,289.56,6.05,D,0
45.921894,130.498169,337.71,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,286.91,7.24,D,0
45.926643,130.535507,337.56,0.42,0.37,2015/11/1,418,N,VIIRS,n,1,287.42,3.64,D,0
45.275021,126.147255,340.59,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,287.9,3.23,D,0
45.692413,128.826202,341.78,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,284.88,5.62,D,0
45.909634,130.429794,335.6,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,286.55,2.41,D,0
45.951694,130.762436,344.25,0.42,0.38,2015/11/1,418,N,VIIRS,n,1,287.34,4.24,D,0
46.021278,131.331451,327.17,0.44,0.38,2015/11/1,418,N,VIIRS,n,1,283.42,9.67,D,0
45.04211,124.838875,330.79,0.42,0.38,2015/11/1,418,N,VIIRS,n,1,283.69,2.15,D,0
45.148594,125.434128,341.42,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,295.69,30.83,D,0
45.270882,126.143402,332.88,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,287.02,5.04,D,0
45.271721,126.148376,329.47,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,285.69,3.23,D,0
45.660679,128.629532,335.57,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,285.07,6.2,D,0
45.918442,130.52655,352.97,0.42,0.37,2015/11/1,418,N,VIIRS,n,1,289.12,6.2,D,0
45.919125,130.531891,346.38,0.42,0.37,2015/11/1,418,N,VIIRS,n,1,289.41,8.27,D,0
45.920479,130.542587,329.3,0.42,0.37,2015/11/1,418,N,VIIRS,n,1,287.19,3.51,D,0
46.019123,131.343597,333.7,0.44,0.38,2015/11/1,418,N,VIIRS,n,1,284.73,5.11,D,0
45.267582,126.144524,336.52,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,286.73,2.56,D,0
45.274284,126.18425,353.16,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,288.59,7.08,D,0
45.029324,124.927277,345.77,0.42,0.38,2015/11/1,418,N,VIIRS,n,1,286.53,8.84,D,0
45.266212,126.281212,328.99,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,286.12,1.83,D,0
45.876923,130.42186,334.55,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,287.14,4.33,D,0
45.892456,130.544373,342.96,0.42,0.37,2015/11/1,418,N,VIIRS,n,1,287.24,3.71,D,0
46.039825,131.768661,335.16,0.45,0.39,2015/11/1,418,N,VIIRS,n,1,285.89,4.03,D,0
46.040501,131.774567,343.11,0.45,0.39,2015/11/1,418,N,VIIRS,n,1,285.69,7.16,D,0
46.041168,131.780426,344.82,0.45,0.39,2015/11/1,418,N,VIIRS,n,1,286.86,7.16,D,0
45.36425,126.896446,337.7,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,284.18,4.92,D,0
45.916615,130.765823,344.96,0.42,0.38,2015/11/1,418,N,VIIRS,n,1,289.35,5.5,D,0
45.932034,130.890854,342.46,0.42,0.38,2015/11/1,418,N,VIIRS,n,1,286.19,4.38,D,0
46.036942,131.775421,335.15,0.45,0.39,2015/11/1,418,N,VIIRS,n,1,285.58,4.56,D,0
46.045612,131.85144,346.58,0.45,0.39,2015/11/1,418,N,VIIRS,n,1,289.19,8.94,D,0
44.910179,124.323105,325.62,0.44,0.38,2015/11/1,418,N,VIIRS,n,1,287.32,2.74,D,0
45.022556,124.929703,334.44,0.42,0.38,2015/11/1,418,N,VIIRS,n,1,285.6,4.74,D,0
45.545498,128.080536,330.96,0.38,0.36,2015/11/1,418,N,VIIRS,n,1,285.84,3.27,D,0
45.54623,128.085403,336.83,0.38,0.36,2015/11/1,418,N,VIIRS,n,1,286.76,5.98,D,0
45.643402,128.747711,331.79,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,283.51,2.03,D,0
45.909153,130.73436,348.49,0.42,0.38,2015/11/1,418,N,VIIRS,n,1,286.84,7.57,D,0
45.982048,131.335144,344.51,0.44,0.38,2015/11/1,418,N,VIIRS,n,1,285.19,5.97,D,0
46.032715,131.770432,338.6,0.45,0.39,2015/11/1,418,N,VIIRS,n,1,287.22,10.37,D,0
44.907764,124.329796,345.36,0.44,0.38,2015/11/1,418,N,VIIRS,n,1,287.22,6.55,D,0
45.375015,127.00589,332.4,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,282.71,2,D,0
45.867371,130.429779,332.21,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,286.71,2.41,D,0
45.911076,130.778473,335.94,0.42,0.38,2015/11/1,418,N,VIIRS,n,1,285.18,2.99,D,0
45.912418,130.789322,333.91,0.42,0.38,2015/11/1,418,N,VIIRS,n,1,288.63,10.46,D,0
45.977875,131.330368,330.3,0.44,0.38,2015/11/1,418,N,VIIRS,n,1,283.91,3.75,D,0
46.029156,131.771271,339.32,0.45,0.39,2015/11/1,418,N,VIIRS,n,1,288.67,10.08,D,0
45.999687,131.54715,328.52,0.44,0.39,2015/11/1,418,N,VIIRS,n,1,284.72,2.49,D,0
46.020298,131.725769,331.05,0.45,0.39,2015/11/1,418,N,VIIRS,n,1,284.49,2.98,D,0
46.020962,131.731552,345.49,0.45,0.39,2015/11/1,418,N,VIIRS,n,1,291.88,21.3,D,0
44.900887,124.332336,335.07,0.44,0.38,2015/11/1,418,N,VIIRS,n,1,285.8,2.79,D,0
45.001888,124.875732,345.46,0.42,0.38,2015/11/1,418,N,VIIRS,n,1,285.96,4.76,D,0
45.854477,130.383698,330.41,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,287.64,2.53,D,0
45.865944,130.474106,353.31,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,302.69,73.12,D,0
46.018059,131.738098,338.03,0.45,0.39,2015/11/1,418,N,VIIRS,n,1,285.55,7.09,D,0
46.031994,131.860657,327.78,0.45,0.39,2015/11/1,418,N,VIIRS,n,1,285.44,6.18,D,0
46.032658,131.866501,336.28,0.45,0.39,2015/11/1,418,N,VIIRS,n,1,285.34,6.18,D,0
45.233898,126.213547,327.96,0.39,0.37,2015/11/1,418,N,VIIRS,n,1,285.92,2.77,D,0
45.237247,126.233368,345.13,0.39,0.37,2015/11/1,418,N,VIIRS,n,1,288.36,4.68,D,0
45.604637,128.574127,328.62,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,282.69,3.84,D,0
45.60535,128.579056,328.47,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,282.96,3.86,D,0
45.805832,130.033737,334.33,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,286.52,3.45,D,0
46.028427,131.861496,329.52,0.45,0.39,2015/11/1,418,N,VIIRS,n,1,285.02,6.18,D,0
44.901115,124.334549,334.61,0.44,0.38,2015/11/1,418,N,VIIRS,n,1,285.68,5.34,D,0
44.998535,124.868263,326.63,0.42,0.38,2015/11/1,418,N,VIIRS,n,1,283.2,1.93,D,0
45.000427,124.878769,326.4,0.42,0.38,2015/11/1,418,N,VIIRS,n,1,284.85,2.01,D,0
45.231903,126.211784,329.93,0.39,0.37,2015/11/1,418,N,VIIRS,n,1,286.96,3.29,D,0
45.309315,126.680122,332.73,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,284.32,2.11,D,0
45.602531,128.577621,338,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,284.42,5.31,D,0
45.806046,130.036285,327.02,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,286.53,1.95,D,0
46.217335,131.998032,341.89,0.46,0.39,2015/11/1,418,N,VIIRS,n,1,284.97,6.54,D,0
46.218021,132.004089,351.78,0.46,0.39,2015/11/1,418,N,VIIRS,n,1,292.79,32.64,D,0
46.24588,132.251862,344.72,0.47,0.4,2015/11/1,418,N,VIIRS,n,1,285.62,6.43,D,0
46.271671,132.485779,335.29,0.48,0.4,2015/11/1,418,N,VIIRS,n,1,285.36,5.72,D,0
46.27235,132.491989,352.2,0.48,0.4,2015/11/1,418,N,VIIRS,n,1,299.36,22.43,D,0
45.927963,129.69397,352.48,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,292.01,5.99,D,3
45.928661,129.699112,328.44,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,286.63,5.43,D,3
45.966488,129.983063,329.77,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,287.82,2.47,D,0
45.998703,130.229431,328.47,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,287.54,2.18,D,0
46.213753,131.998978,338.06,0.46,0.39,2015/11/1,418,N,VIIRS,n,1,284.71,3.9,D,0
46.214428,132.004944,339.87,0.46,0.39,2015/11/1,418,N,VIIRS,n,1,284.15,5.83,D,0
46.216476,132.02301,335.25,0.46,0.39,2015/11/1,418,N,VIIRS,n,1,285.82,3.23,D,0
46.268009,132.486603,329.11,0.48,0.4,2015/11/1,418,N,VIIRS,n,1,285.74,4.32,D,0
46.268688,132.492813,336.18,0.48,0.4,2015/11/1,418,N,VIIRS,n,1,285.18,3.8,D,0
45.967175,129.988281,367,0.4,0.37,2015/11/1,418,N,VIIRS,h,1,292.32,16.94,D,0
45.924614,129.694885,329.53,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,287.57,5.99,D,3
45.925308,129.700027,341.68,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,291.1,5.43,D,3
45.963112,129.983963,329.98,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,286.31,2.47,D,0
45.963799,129.989166,354.3,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,295.15,16.94,D,0
45.991203,130.198654,338.2,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,288.47,5.06,D,0
45.995308,130.230331,328.55,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,286.35,2.18,D,0
46.210159,131.999832,339.57,0.46,0.39,2015/11/1,418,N,VIIRS,n,1,285.03,3.9,D,0
46.210838,132.005829,344.4,0.46,0.39,2015/11/1,418,N,VIIRS,n,1,286.26,5.83,D,0
45.026054,124.138512,325.69,0.44,0.38,2015/11/1,418,N,VIIRS,n,1,288.16,2.7,D,0
45.133846,124.719543,332.58,0.42,0.38,2015/11/1,418,N,VIIRS,n,1,285.3,6.24,D,0
45.373936,126.085304,328.97,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,285.36,2.47,D,0
45.400692,126.244316,331.01,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,285.02,2.12,D,0
45.922646,129.7061,337.52,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,288.3,8.51,D,3
45.963165,130.01088,345.23,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,288.16,6.34,D,0
46.256611,132.450897,333.41,0.48,0.4,2015/11/1,418,N,VIIRS,n,1,286.12,2.62,D,0
45.113945,124.630653,340.49,0.43,0.38,2015/11/1,418,N,VIIRS,n,1,286.96,10.41,D,0
45.129486,124.715485,326.06,0.42,0.38,2015/11/1,418,N,VIIRS,n,1,281.47,6.24,D,0
45.359653,126.021622,336.82,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,287.74,7.62,D,0
45.3605,126.026604,342.58,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,304.38,53.51,D,0
45.382389,126.156082,335.26,0.39,0.37,2015/11/1,418,N,VIIRS,n,1,287.34,3.77,D,0
45.534679,127.085556,328.29,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,283.99,2.45,D,0
45.658985,127.885307,330.5,0.38,0.36,2015/11/1,418,N,VIIRS,n,1,285.83,3.64,D,0
46.017132,130.455032,330.87,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,288.24,4.45,D,0
46.236069,132.297791,339.28,0.47,0.4,2015/11/1,418,N,VIIRS,n,1,284.85,5.22,D,0
46.250912,132.433029,343.95,0.48,0.4,2015/11/1,418,N,VIIRS,n,1,287.3,7.79,D,0
46.00555,130.391861,367,0.41,0.37,2015/11/1,418,N,VIIRS,l,1,287.39,16.31,D,0
45.01915,124.14109,331.93,0.44,0.38,2015/11/1,418,N,VIIRS,n,1,289.06,5.08,D,0
45.057957,124.34787,327.31,0.43,0.38,2015/11/1,418,N,VIIRS,n,1,286.28,2.2,D,0
45.956406,130.012619,333.4,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,287.62,3.26,D,0
46.010315,130.429214,337.69,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,288.51,3.33,D,0
46.033379,130.611374,335.59,0.42,0.38,2015/11/1,418,N,VIIRS,n,1,284.59,5.24,D,0
46.202091,132.026443,335.41,0.46,0.39,2015/11/1,418,N,VIIRS,n,1,285.41,3.88,D,0
46.202766,132.03244,325.81,0.46,0.39,2015/11/1,418,N,VIIRS,n,1,285.66,3.89,D,0
46.254021,132.496078,329.02,0.48,0.4,2015/11/1,418,N,VIIRS,n,1,284.37,4.77,D,0
45.35635,126.022743,367,0.4,0.37,2015/11/1,418,N,VIIRS,h,1,292.05,12.2,D,0
45.352196,126.018875,338.65,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,287.66,12.2,D,0
45.353043,126.023872,344.97,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,295.26,12.2,D,0
45.353889,126.028862,330.95,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,285.95,12.14,D,0
45.360657,126.068726,338.83,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,287.04,3.53,D,0
45.3615,126.073708,337.76,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,286.55,3.53,D,0
45.639835,127.804382,329.01,0.38,0.36,2015/11/1,418,N,VIIRS,n,1,285.94,3.13,D,0
46.00214,130.392776,355.7,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,296.08,16.31,D,0
46.220726,132.226395,328.43,0.47,0.4,2015/11/1,418,N,VIIRS,n,1,281.8,3.13,D,0
46.24968,132.490677,326.86,0.48,0.4,2015/11/1,418,N,VIIRS,n,1,286.18,4.91,D,0
46.250351,132.496902,328.45,0.48,0.4,2015/11/1,418,N,VIIRS,n,1,286.57,4.77,D,0
45.347195,126.010025,345.62,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,289.71,6.46,D,0
45.348892,126.020012,337.04,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,287.76,17.06,D,0
45.349739,126.024994,347.19,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,294.39,17.06,D,0
45.351433,126.034966,329.35,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,286.47,3.66,D,0
45.353127,126.044937,338.99,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,285.83,8.93,D,0
45.357353,126.069855,327.28,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,286.45,6.43,D,0
45.782272,128.792679,329.22,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,281.72,3.34,D,0
45.907856,129.699448,347.34,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,289.56,4.33,D,0
45.99263,130.345917,338.48,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,288.24,2.9,D,0
45.344734,126.016144,338.29,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,287.47,6.46,D,0
45.346436,126.026115,343.83,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,294.38,17.06,D,0
45.350666,126.051033,340.04,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,293.57,25.7,D,0
45.353203,126.065987,346.5,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,288.7,6.83,D,0
45.778973,128.79364,333.9,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,283.06,3.34,D,0
45.904507,129.700348,339.14,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,288.35,4.33,D,0
45.995327,130.394577,339.63,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,287.58,4.47,D,0
46.236965,132.442627,344.32,0.48,0.4,2015/11/1,418,N,VIIRS,n,1,287.58,12.9,D,0
45.349819,126.046043,367,0.4,0.37,2015/11/1,418,N,VIIRS,h,1,291.83,8.93,D,0
45.102787,124.668709,344.02,0.43,0.38,2015/11/1,418,N,VIIRS,n,1,285.83,7.69,D,0
45.34058,126.012276,343.51,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,287.1,10.52,D,0
45.341431,126.017265,345.74,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,286.96,10.52,D,0
45.343128,126.027252,336.58,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,289.13,8.65,D,0
45.344822,126.037224,332.81,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,286.87,2.47,D,0
45.346516,126.04718,355.5,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,289.66,6.43,D,0
45.352432,126.082054,345.69,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,287.6,15.26,D,0
45.375919,126.221214,326.09,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,286.86,19.66,D,0
45.767879,128.740082,337.61,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,284.61,5.25,D,0
46.001411,130.470169,328.19,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,285.22,1.78,D,0
46.003445,130.486206,336.37,0.42,0.37,2015/11/1,418,N,VIIRS,n,1,285.9,3.95,D,0
46.2286,132.400055,353.98,0.47,0.4,2015/11/1,418,N,VIIRS,n,1,297.26,40.68,D,0
46.233311,132.443451,339.77,0.48,0.4,2015/11/1,418,N,VIIRS,n,1,285.62,6.8,D,0
46.235325,132.462067,333.66,0.48,0.4,2015/11/1,418,N,VIIRS,n,1,287.32,3.93,D,0
44.999809,124.136559,345.92,0.44,0.38,2015/11/1,418,N,VIIRS,n,1,293.44,10.73,D,0
45.002922,124.152977,331.92,0.44,0.38,2015/11/1,418,N,VIIRS,n,1,288.3,3.46,D,0
45.093525,124.6381,325.83,0.43,0.38,2015/11/1,418,N,VIIRS,n,1,283.84,2.49,D,0
45.098412,124.664642,336.27,0.43,0.38,2015/11/1,418,N,VIIRS,n,1,285.52,3.76,D,0
45.337276,126.013382,347.96,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,293.93,10.52,D,0
45.341518,126.038338,327.62,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,287.86,2.47,D,0
45.342365,126.043312,350.49,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,288.7,6.43,D,0
45.348289,126.078186,353.91,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,294.37,33.66,D,0
45.370121,126.207443,327.88,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,286.4,2.84,D,0
45.372623,126.222336,343.83,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,287.56,19.66,D,0
45.753922,128.666809,335.36,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,283.47,4.71,D,0
45.76458,128.741028,328.26,0.39,0.36,2015/11/1,418,N,VIIRS,n,1,283.01,5.25,D,0
45.991226,130.417679,351.26,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,292.26,11.5,D,0
45.996643,130.460358,353.65,0.41,0.37,2015/11/1,418,N,VIIRS,n,1,292.31,17.41,D,0
45.349133,126.083176,367,0.4,0.37,2015/11/1,418,N,VIIRS,h,1,293.54,15.26,D,0
45.333969,126.014519,336.18,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,287.82,3.61,D,0
45.338211,126.039452,336.21,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,287.05,2.47,D,0
45.343292,126.069351,346.46,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,289.45,7.59,D,0
45.344139,126.074333,349.76,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,290.65,22.05,D,0
45.344982,126.079323,344.27,0.4,0.37,2015/11/1,418,N,VIIRS,n,1,295.64,22.05,D,0
